#####################################################################
# Alchemist log file - simulation started at: 2024-02-22T15:37+0000 #
#####################################################################
#
# random = 1.0, scenarioType = 1, nodeSide = 10
#
# The columns have the following meaning: 
# time rmsError[product] rmsError[sum] rmsError[mean] rmsError[variance] 
0.0 1.0 0.0 NaN NaN
0.0 1.0 0.0 NaN NaN
1.0021679197000952 0.0 0.0 0.0 0.0
2.0097711795915334 0.0 0.0 0.0 0.0
3.0021679197000952 0.0 0.0 0.0 0.0
4.009771179591533 0.0 0.0 0.0 0.0
5.002167919700096 0.0 0.0 0.0 0.0
6.009771179591533 0.0 0.0 0.0 0.0
7.002167919700096 0.0 0.0 0.0 0.0
8.009771179591533 0.0 0.0 0.0 0.0
9.002167919700096 0.0 0.0 0.0 0.0
10.009771179591533 0.0 0.0 0.0 0.0
11.002167919700096 0.0 0.0 0.0 0.0
12.009771179591533 0.0 5.0 0.5 0.2777777777777778
13.002167919700096 1.0 10.0 1.0 0.0
14.009771179591533 1.0 10.0 1.0 0.0
15.002167919700096 1.0 10.0 1.0 0.0
16.00977117959153 1.0 10.0 1.0 0.0
17.002167919700096 1.0 10.0 1.0 0.0
18.00977117959153 1.0 10.0 1.0 0.0
19.002167919700096 1.0 10.0 1.0 0.0
20.00977117959153 0.0 9.0 0.9 0.1
21.002167919700096 0.0 8.0 0.8 0.17777777777777778
22.00977117959153 0.0 8.0 0.8 0.17777777777777778
23.002167919700096 0.0 8.0 0.8 0.17777777777777778
24.00977117959153 0.0 8.0 0.8 0.17777777777777778
25.002167919700096 0.0 8.0 0.8 0.17777777777777778
26.00977117959153 0.0 8.0 0.8 0.17777777777777778
27.002167919700096 0.0 7.0 0.7 0.23333333333333334
28.00977117959153 0.0 6.0 0.6 0.26666666666666666
29.002167919700096 0.0 6.0 0.6 0.26666666666666666
30.00977117959153 0.0 6.0 0.6 0.26666666666666666
31.002167919700096 0.0 6.0 0.6 0.26666666666666666
32.00977117959153 0.0 6.0 0.6 0.26666666666666666
33.0021679197001 0.0 6.0 0.6 0.26666666666666666
34.00977117959153 0.0 6.0 0.6 0.26666666666666666
35.0021679197001 0.0 6.0 0.6 0.26666666666666666
36.00977117959153 0.0 6.0 0.6 0.26666666666666666
37.0021679197001 0.0 6.0 0.6 0.26666666666666666
38.00977117959153 0.0 6.0 0.6 0.26666666666666666
39.0021679197001 0.0 6.0 0.6 0.26666666666666666
40.00977117959153 0.0 6.0 0.6 0.26666666666666666
41.0021679197001 0.0 6.0 0.6 0.26666666666666666
42.00977117959153 0.0 5.0 0.5 0.2777777777777778
43.0021679197001 0.0 5.0 0.5 0.2777777777777778
44.00977117959153 0.0 4.0 0.4 0.2666666666666667
45.0021679197001 0.0 4.0 0.4 0.2666666666666667
46.00977117959153 0.0 3.0 0.29999999999999993 0.23333333333333328
47.0021679197001 0.0 3.0 0.29999999999999993 0.23333333333333328
48.00977117959153 0.0 3.0 0.29999999999999993 0.23333333333333328
49.0021679197001 0.0 1.0 0.1 0.10000000000000002
50.00977117959153 0.0 1.0 0.1 0.10000000000000002
