#####################################################################
# Alchemist log file - simulation started at: 2024-02-22T15:37+0000 #
#####################################################################
#
# random = 0.0, scenarioType = 1, nodeSide = 10
#
# The columns have the following meaning: 
# time rmsError[product] rmsError[sum] rmsError[mean] rmsError[variance] 
0.0 1.0 0.0 NaN NaN
0.0 1.0 0.0 NaN NaN
1.0025276528499534 0.0 0.0 0.0 0.0
2.0022674665224907 0.0 0.0 0.0 0.0
3.0025276528499534 0.0 0.0 0.0 0.0
4.002267466522491 0.0 0.0 0.0 0.0
5.002527652849953 0.0 0.0 0.0 0.0
6.002267466522491 0.0 0.0 0.0 0.0
7.002527652849953 0.0 0.0 0.0 0.0
8.00226746652249 0.0 0.0 0.0 0.0
9.002527652849952 0.0 0.0 0.0 0.0
10.00226746652249 0.0 0.0 0.0 0.0
11.002527652849952 0.0 2.0 0.2 0.17777777777777784
12.00226746652249 0.0 8.0 0.8 0.1777777777777778
13.002527652849952 1.0 10.0 1.0 0.0
14.00226746652249 1.0 10.0 1.0 0.0
15.002527652849952 1.0 10.0 1.0 0.0
16.00226746652249 1.0 10.0 1.0 0.0
17.002527652849952 1.0 10.0 1.0 0.0
18.00226746652249 1.0 10.0 1.0 0.0
19.002527652849952 1.0 10.0 1.0 0.0
20.00226746652249 0.0 9.0 0.9 0.10000000000000002
21.002527652849952 0.0 9.0 0.9 0.10000000000000002
22.00226746652249 0.0 9.0 0.9 0.10000000000000002
23.002527652849952 0.0 9.0 0.9 0.10000000000000002
24.00226746652249 0.0 9.0 0.9 0.10000000000000002
25.002527652849952 0.0 9.0 0.9 0.10000000000000002
26.00226746652249 0.0 8.0 0.8 0.17777777777777784
27.002527652849952 0.0 8.0 0.8 0.17777777777777784
28.00226746652249 0.0 8.0 0.8 0.17777777777777784
29.002527652849952 0.0 8.0 0.8 0.17777777777777784
30.00226746652249 0.0 8.0 0.8 0.17777777777777784
31.002527652849952 0.0 8.0 0.8 0.17777777777777784
32.00226746652249 0.0 8.0 0.8 0.17777777777777784
33.00252765284995 0.0 7.0 0.7 0.23333333333333334
34.00226746652249 0.0 6.0 0.6 0.2666666666666667
35.00252765284995 0.0 6.0 0.6 0.2666666666666667
36.00226746652249 0.0 6.0 0.6 0.2666666666666667
37.00252765284995 0.0 6.0 0.6 0.2666666666666667
38.00226746652249 0.0 6.0 0.6 0.2666666666666667
39.00252765284995 0.0 6.0 0.6 0.2666666666666667
40.00226746652249 0.0 6.0 0.6 0.2666666666666667
41.00252765284995 0.0 5.0 0.5 0.2777777777777778
42.00226746652249 0.0 5.0 0.5 0.2777777777777778
43.00252765284995 0.0 5.0 0.5 0.2777777777777778
44.00226746652249 0.0 5.0 0.5 0.2777777777777778
45.00252765284995 0.0 5.0 0.5 0.2777777777777778
46.00226746652249 0.0 4.0 0.39999999999999997 0.2666666666666667
47.00252765284995 0.0 3.0 0.3 0.23333333333333328
48.00226746652249 0.0 3.0 0.3 0.23333333333333328
49.00252765284995 0.0 3.0 0.3 0.23333333333333328
50.00226746652249 0.0 3.0 0.3 0.23333333333333328
