#####################################################################
# Alchemist log file - simulation started at: 2024-02-22T15:37+0000 #
#####################################################################
#
# random = 1.0, scenarioType = 0, nodeSide = 10
#
# The columns have the following meaning: 
# time rmsError[product] rmsError[sum] rmsError[mean] rmsError[variance] 
0.0 1.0 0.0 NaN NaN
0.0 1.0 0.0 NaN NaN
1.0021679197000952 0.0 0.0 0.0 0.0
2.0097711795915334 0.0 0.0 0.0 0.0
3.0021679197000952 0.0 0.0 0.0 0.0
4.009771179591533 0.0 0.0 0.0 0.0
5.002167919700096 0.0 0.0 0.0 0.0
6.009771179591533 0.0 0.0 0.0 0.0
7.002167919700096 0.0 0.0 0.0 0.0
8.009771179591533 0.0 0.0 0.0 0.0
9.002167919700096 0.0 0.0 0.0 0.0
10.009771179591533 0.0 0.0 0.0 0.0
11.002167919700096 0.0 3.0 0.3 0.23333333333333334
12.009771179591533 0.0 8.0 0.8 0.1777777777777778
13.002167919700096 1.0 10.0 1.0 0.0
14.009771179591533 0.0 9.0 0.9 0.1
15.002167919700096 0.0 8.0 0.8 0.17777777777777778
16.00977117959153 0.0 6.0 0.6 0.26666666666666666
17.002167919700096 0.0 2.0 0.2 0.17777777777777784
18.00977117959153 0.0 0.0 0.0 0.0
19.002167919700096 0.0 0.0 0.0 0.0
20.00977117959153 0.0 0.0 0.0 0.0
21.002167919700096 0.0 0.0 0.0 0.0
22.00977117959153 0.0 0.0 0.0 0.0
23.002167919700096 0.0 0.0 0.0 0.0
24.00977117959153 0.0 0.0 0.0 0.0
25.002167919700096 0.0 0.0 0.0 0.0
26.00977117959153 0.0 0.0 0.0 0.0
27.002167919700096 0.0 0.0 0.0 0.0
28.00977117959153 0.0 0.0 0.0 0.0
29.002167919700096 0.0 0.0 0.0 0.0
30.00977117959153 0.0 0.0 0.0 0.0
31.002167919700096 0.0 0.0 0.0 0.0
32.00977117959153 0.0 0.0 0.0 0.0
33.0021679197001 0.0 0.0 0.0 0.0
34.00977117959153 0.0 0.0 0.0 0.0
35.0021679197001 0.0 0.0 0.0 0.0
36.00977117959153 0.0 0.0 0.0 0.0
37.0021679197001 0.0 0.0 0.0 0.0
38.00977117959153 0.0 0.0 0.0 0.0
39.0021679197001 0.0 0.0 0.0 0.0
40.00977117959153 0.0 0.0 0.0 0.0
41.0021679197001 0.0 0.0 0.0 0.0
42.00977117959153 0.0 0.0 0.0 0.0
43.0021679197001 0.0 0.0 0.0 0.0
44.00977117959153 0.0 0.0 0.0 0.0
45.0021679197001 0.0 0.0 0.0 0.0
46.00977117959153 0.0 0.0 0.0 0.0
47.0021679197001 0.0 0.0 0.0 0.0
48.00977117959153 0.0 0.0 0.0 0.0
49.0021679197001 0.0 0.0 0.0 0.0
50.00977117959153 0.0 0.0 0.0 0.0
51.0021679197001 0.0 0.0 0.0 0.0
52.00977117959153 0.0 0.0 0.0 0.0
53.0021679197001 0.0 0.0 0.0 0.0
54.00977117959153 0.0 0.0 0.0 0.0
55.0021679197001 0.0 0.0 0.0 0.0
56.00977117959153 0.0 0.0 0.0 0.0
