#####################################################################
# Alchemist log file - simulation started at: 2024-02-24T07:59+0000 #
#####################################################################
#
# random = 57.0, scenarioType = 0, nodeSide = 10, variableRate = 10
#
# The columns have the following meaning: 
# time rmsError[product] rmsError[sum] rmsError[mean] rmsError[variance] 
0.0 1.0 0.0 NaN NaN
0.0 1.0 0.0 NaN NaN
1.016786837176742 0.0 0.0 0.0 0.0
2.011970921981933 0.0 0.0 0.0 0.0
3.013379301052117 0.0 0.0 0.0 0.0
4.008355427757216 0.0 0.0 0.0 0.0
5.004957627634315 0.0 0.0 0.0 0.0
6.016786837176742 0.0 0.0 0.0 0.0
7.011970921981932 0.0 0.0 0.0 0.0
8.013379301052117 0.0 0.0 0.0 0.0
9.008355427757216 0.0 0.0 0.0 0.0
10.004957627634315 0.0 0.0 0.0 0.0
11.016786837176742 0.0 0.0 0.0 0.0
12.011970921981932 0.0 0.0 0.0 0.0
13.013379301052117 0.0 2.0 0.2 0.17777777777777784
14.008355427757216 0.0 5.0 0.5 0.2777777777777778
15.004957627634315 1.0 10.0 1.0 0.0
16.016786837176742 1.0 10.0 1.0 0.0
17.011970921981934 1.0 10.0 1.0 0.0
18.01337930105212 0.0 9.0 0.9 0.10000000000000002
19.008355427757216 0.0 9.0 0.9 0.10000000000000002
20.004957627634315 0.0 8.0 0.8 0.17777777777777784
21.016786837176742 0.0 8.0 0.8 0.17777777777777784
22.011970921981934 0.0 8.0 0.8 0.17777777777777784
23.01337930105212 0.0 8.0 0.8 0.17777777777777784
24.008355427757216 0.0 8.0 0.8 0.17777777777777784
25.004957627634315 0.0 7.0 0.7000000000000001 0.23333333333333325
26.016786837176742 0.0 7.0 0.7000000000000001 0.23333333333333325
27.011970921981934 0.0 7.0 0.7000000000000001 0.23333333333333325
28.01337930105212 0.0 7.0 0.7000000000000001 0.23333333333333325
29.008355427757216 0.0 7.0 0.7000000000000001 0.23333333333333325
30.004957627634315 0.0 7.0 0.7000000000000001 0.23333333333333325
31.016786837176742 0.0 7.0 0.7000000000000001 0.23333333333333325
32.011970921981934 0.0 7.0 0.7000000000000001 0.23333333333333325
33.01337930105212 0.0 6.0 0.6 0.2666666666666668
34.008355427757216 0.0 6.0 0.6 0.2666666666666668
35.00495762763431 0.0 5.0 0.5 0.2777777777777778
36.01678683717674 0.0 4.0 0.4 0.26666666666666666
37.011970921981934 0.0 4.0 0.4 0.26666666666666666
38.01337930105212 0.0 4.0 0.4 0.26666666666666666
39.008355427757216 0.0 3.0 0.3 0.23333333333333328
40.00495762763431 0.0 2.0 0.20000000000000004 0.17777777777777776
41.01678683717674 0.0 2.0 0.20000000000000004 0.17777777777777776
42.011970921981934 0.0 2.0 0.20000000000000004 0.17777777777777776
43.01337930105212 0.0 2.0 0.20000000000000004 0.17777777777777776
44.008355427757216 0.0 0.0 0.0 0.0
45.00495762763431 0.0 0.0 0.0 0.0
46.01678683717674 0.0 0.0 0.0 0.0
47.011970921981934 0.0 0.0 0.0 0.0
48.01337930105212 0.0 0.0 0.0 0.0
49.008355427757216 0.0 0.0 0.0 0.0
