#####################################################################
# Alchemist log file - simulation started at: 2024-02-21T22:27+0000 #
#####################################################################
#
# random = 39.0, scenarioType = 1, nodeSide = 10
#
# The columns have the following meaning: 
# time requiredInterventionTime[min] requiredInterventionTime[max] requiredInterventionTime[mean] requiredInterventionTime[variance] needsIntervention[sum] needsIntervention[variance] messagesCount[sum] messagesCount[mean] saved[sum] 
0.0 NaN NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0 NaN NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
10.000108197713029 NaN NaN NaN NaN 0.0 0.0 849.0 8.49 0.0
20.000108197712994 NaN NaN NaN NaN 0.0 0.0 849.0 8.49 0.0
30.000108197712958 NaN NaN NaN NaN 0.0 0.0 849.0 8.49 0.0
40.00010819771335 NaN NaN NaN NaN 0.0 0.0 849.0 8.49 0.0
50.00010819771385 NaN NaN NaN NaN 1.0 0.010101010101010123 849.0 8.49 0.0
60.00010819771435 NaN NaN NaN NaN 1.0 0.010101010101010123 849.0 8.49 0.0
70.0001081977142 NaN NaN NaN NaN 1.0 0.010101010101010123 849.0 8.49 0.0
80.00010819771363 NaN NaN NaN NaN 1.0 0.010101010101010123 851.0 8.51 0.0
90.00010819771306 NaN NaN NaN NaN 1.0 0.010101010101010123 851.0 8.51 0.0
100.00010819771249 NaN NaN NaN NaN 1.0 0.010101010101010123 851.0 8.51 0.0
110.00010819771192 NaN NaN NaN NaN 1.0 0.010101010101010123 851.0 8.51 0.0
120.00010819771136 NaN NaN NaN NaN 1.0 0.010101010101010123 851.0 8.51 0.0
130.0001081977108 NaN NaN NaN NaN 2.0 0.019995877138734203 851.0 8.51 0.0
140.00010819771023 NaN NaN NaN NaN 2.0 0.019995877138734203 851.0 8.51 0.0
150.00010819770966 17.53018415576318 17.53018415576318 17.53018415576318 0.0 1.0 0.010101010101010123 853.0 8.53 1.0
160.0001081977091 17.53018415576318 17.53018415576318 17.53018415576318 0.0 1.0 0.010101010101010123 853.0 8.53 1.0
170.00010819770853 17.53018415576318 17.53018415576318 17.53018415576318 0.0 2.0 0.019995877138734287 853.0 8.53 1.0
180.00010819770796 17.53018415576318 17.53018415576318 17.53018415576318 0.0 2.0 0.019995877138734287 853.0 8.53 1.0
190.0001081977074 17.53018415576318 17.53018415576318 17.53018415576318 0.0 2.0 0.019995877138734287 851.0 8.51 1.0
200.00010819770682 17.53018415576318 17.53018415576318 17.53018415576318 0.0 2.0 0.019995877138734287 851.0 8.51 1.0
210.00010819770625 17.53018415576318 17.53018415576318 17.53018415576318 0.0 2.0 0.019995877138734287 851.0 8.51 1.0
220.00010819770569 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
230.00010819770512 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
240.00010819770455 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
250.00010819770398 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
260.0001081977034 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
270.00010819770284 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
280.0001081977023 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
290.0001081977017 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
300.00010819770114 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
310.00010819770057 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 849.0 8.49 2.0
320.0001081977 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 851.0 8.51 2.0
330.00010819769943 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 849.0 8.49 2.0
340.00010819769886 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 853.0 8.53 2.0
350.0001081976983 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 853.0 8.53 2.0
360.0001081976977 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 853.0 8.53 2.0
370.00010819769716 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 853.0 8.53 2.0
380.0001081976966 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 1.0 0.0101010101010101 853.0 8.53 2.0
390.000108197696 17.53018415576318 169.63233657990074 93.58126036783196 11567.532386027788 2.0 0.019995877138734287 853.0 8.53 2.0
400.00010819769545 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 1.0 0.0101010101010101 855.0 8.55 3.0
410.0001081976949 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 2.0 0.019995877138734287 855.0 8.55 3.0
420.0001081976943 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 2.0 0.019995877138734287 855.0 8.55 3.0
430.00010819769375 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 2.0 0.019995877138734287 855.0 8.55 3.0
440.0001081976932 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 855.0 8.55 3.0
450.0001081976926 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 855.0 8.55 3.0
460.00010819769204 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 855.0 8.55 3.0
470.0001081976915 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 856.0 8.56 3.0
480.0001081976909 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 857.0 8.57 3.0
490.00010819769034 10.388671532064336 169.63233657990074 65.85039742257608 8090.76847207959 3.0 0.029684601113172573 857.0 8.57 3.0
500.00010819768977 10.388671532064336 331.1934320526325 132.1861560800902 22995.577154724888 2.0 0.019995877138734224 857.0 8.57 4.0
510.0001081976892 10.388671532064336 331.1934320526325 132.1861560800902 22995.577154724888 2.0 0.019995877138734224 855.0 8.55 4.0
520.0001081976955 10.388671532064336 331.1934320526325 132.1861560800902 22995.577154724888 2.0 0.019995877138734224 853.0 8.53 4.0
530.0001081977034 10.388671532064336 331.1934320526325 132.1861560800902 22995.577154724888 2.0 0.019995877138734224 853.0 8.53 4.0
540.0001081977114 10.388671532064336 331.1934320526325 132.1861560800902 22995.577154724888 2.0 0.019995877138734224 853.0 8.53 4.0
550.0001081977193 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
560.0001081977273 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
570.0001081977352 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
580.0001081977432 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
590.0001081977512 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
600.0001081977591 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
610.0001081977671 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
620.000108197775 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
630.000108197783 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
640.000108197791 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
650.0001081977989 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 855.0 8.55 5.0
660.0001081978069 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
670.0001081978148 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
680.0001081978228 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 853.0 8.53 5.0
690.0001081978307 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 851.0 8.51 5.0
700.0001081978387 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 851.0 8.51 5.0
710.0001081978467 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 851.0 8.51 5.0
720.0001081978546 10.388671532064336 331.1934320526325 133.69456960629472 17258.05942287385 1.0 0.01010101010101012 851.0 8.51 5.0
