#####################################################################
# Alchemist log file - simulation started at: 2024-02-23T11:09+0000 #
#####################################################################
#
# random = 1.0, scenarioType = 1, nodeSide = 10, variableRate = 3
#
# The columns have the following meaning: 
# time messagesExchanged[sum] messagesExchanged[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0012432700660014 651.0 2.0018552875695725
2.001243270066002 651.0 2.0018552875695725
3.001243270066003 651.0 2.0018552875695725
4.001243270066004 651.0 2.0018552875695725
5.001243270066 651.0 2.0018552875695725
6.001243270065997 651.0 2.0018552875695725
7.001243270065993 651.0 2.0018552875695725
8.00124327006599 651.0 2.0018552875695725
9.001243270065986 651.0 2.0018552875695725
10.001243270065983 651.0 2.0018552875695725
11.001243270065979 651.0 2.0018552875695725
12.001243270065975 651.0 2.0018552875695725
13.001243270065972 651.0 2.0018552875695725
14.001243270065968 651.0 2.0018552875695725
15.001243270065965 651.0 2.0018552875695725
16.001243270065963 651.0 2.0018552875695725
17.001243270065977 651.0 2.0018552875695725
18.00124327006599 651.0 2.0018552875695725
19.001243270066006 651.0 2.0018552875695725
20.00124327006602 651.0 2.0018552875695725
21.001243270066034 651.0 2.0018552875695725
22.00124327006605 651.0 2.0018552875695725
23.001243270066063 651.0 2.0018552875695725
24.001243270066077 651.0 2.0018552875695725
25.00124327006609 651.0 2.0018552875695725
26.001243270066105 651.0 2.0018552875695725
27.00124327006612 651.0 2.0018552875695725
28.001243270066134 651.0 2.0018552875695725
29.001243270066148 651.0 2.0018552875695725
30.001243270066162 651.0 2.0018552875695725
31.001243270066176 651.0 2.0018552875695725
32.00124327006619 651.0 2.0018552875695725
33.001243270066205 651.0 2.0018552875695725
34.00124327006622 651.0 2.0018552875695725
35.00124327006623 651.0 2.0018552875695725
36.00124327006625 651.0 2.0018552875695725
37.00124327006626 651.0 2.0018552875695725
38.001243270066276 651.0 2.0018552875695725
39.00124327006629 651.0 2.0018552875695725
40.001243270066304 651.0 2.0018552875695725
41.00124327006632 651.0 2.0018552875695725
42.00124327006633 651.0 2.0018552875695725
43.00124327006635 651.0 2.0018552875695725
44.00124327006636 651.0 2.0018552875695725
45.001243270066375 651.0 2.0018552875695725
46.00124327006639 651.0 2.0018552875695725
47.001243270066404 651.0 2.0018552875695725
48.00124327006642 651.0 2.0018552875695725
49.00124327006643 651.0 2.0018552875695725
