#####################################################################
# Alchemist log file - simulation started at: 2024-02-23T11:14+0000 #
#####################################################################
#
# random = 5.0, scenarioType = 1, nodeSide = 10, variableRate = 10
#
# The columns have the following meaning: 
# time messagesExchanged[sum] messagesExchanged[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0005246120607405 671.0 2.235827664399092
2.000524612060741 671.0 2.235827664399092
3.000524612060742 671.0 2.235827664399092
4.000524612060743 671.0 2.235827664399092
5.000524612060739 671.0 2.235827664399092
6.000524612060736 671.0 2.235827664399092
7.000524612060732 671.0 2.235827664399092
8.00052461206073 671.0 2.235827664399092
9.000524612060726 671.0 2.235827664399092
10.000524612060723 671.0 2.235827664399092
11.000524612060719 671.0 2.235827664399092
12.000524612060715 671.0 2.235827664399092
13.000524612060712 671.0 2.235827664399092
14.000524612060708 671.0 2.235827664399092
15.000524612060705 671.0 2.235827664399092
16.0005246120607 671.0 2.235827664399092
17.000524612060715 671.0 2.235827664399092
18.00052461206073 671.0 2.235827664399092
19.000524612060744 671.0 2.235827664399092
20.000524612060758 671.0 2.235827664399092
21.000524612060772 671.0 2.235827664399092
22.000524612060786 671.0 2.235827664399092
23.0005246120608 671.0 2.235827664399092
24.000524612060815 671.0 2.235827664399092
25.00052461206083 671.0 2.235827664399092
26.000524612060843 671.0 2.235827664399092
27.000524612060858 671.0 2.235827664399092
28.00052461206087 671.0 2.235827664399092
29.000524612060886 671.0 2.235827664399092
30.0005246120609 671.0 2.235827664399092
31.000524612060914 671.0 2.235827664399092
32.00052461206093 671.0 2.235827664399092
33.00052461206094 671.0 2.235827664399092
34.00052461206096 671.0 2.235827664399092
35.00052461206097 671.0 2.235827664399092
36.000524612060985 671.0 2.235827664399092
37.000524612061 671.0 2.235827664399092
38.000524612061014 671.0 2.235827664399092
39.00052461206103 671.0 2.235827664399092
40.00052461206104 671.0 2.235827664399092
41.00052461206106 671.0 2.235827664399092
42.00052461206107 671.0 2.235827664399092
43.000524612061085 671.0 2.235827664399092
44.0005246120611 671.0 2.235827664399092
45.00052461206111 671.0 2.235827664399092
46.00052461206113 671.0 2.235827664399092
47.00052461206114 671.0 2.235827664399092
48.000524612061156 671.0 2.235827664399092
49.00052461206117 671.0 2.235827664399092
50.000524612061184 671.0 2.235827664399092
51.0005246120612 671.0 2.235827664399092
52.00052461206121 671.0 2.235827664399092
