#####################################################################
# Alchemist log file - simulation started at: 2024-02-21T22:15+0000 #
#####################################################################
#
# random = 5.0, scenarioType = 1, nodeSide = 10
#
# The columns have the following meaning: 
# time requiredInterventionTime[min] requiredInterventionTime[max] requiredInterventionTime[mean] requiredInterventionTime[variance] needsIntervention[sum] needsIntervention[variance] messagesCount[sum] messagesCount[mean] saved[sum] 
0.0 NaN NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0 NaN NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
10.000209102452708 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
20.000209102452672 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
30.000209102452637 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
40.00020910245303 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
50.000209102453525 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
60.00020910245402 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
70.00020910245388 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
80.00020910245331 NaN NaN NaN NaN 0.0 0.0 869.0 8.69 0.0
90.00020910245274 NaN NaN NaN NaN 1.0 0.01010101010101012 869.0 8.69 0.0
100.00020910245217 NaN NaN NaN NaN 1.0 0.01010101010101012 869.0 8.69 0.0
110.0002091024516 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 869.0 8.69 1.0
120.00020910245104 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 869.0 8.69 1.0
130.00020910245047 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 871.0 8.71 1.0
140.0002091024499 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 869.0 8.69 1.0
150.00020910244933 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 871.0 8.71 1.0
160.00020910244876 26.051060884264174 26.051060884264174 26.051060884264174 0.0 0.0 0.0 869.0 8.69 1.0
170.0002091024482 26.051060884264174 26.051060884264174 26.051060884264174 0.0 1.0 0.010101010101010112 871.0 8.71 1.0
180.00020910244763 26.051060884264174 26.051060884264174 26.051060884264174 0.0 1.0 0.010101010101010112 871.0 8.71 1.0
190.00020910244706 26.051060884264174 26.051060884264174 26.051060884264174 0.0 1.0 0.010101010101010112 871.0 8.71 1.0
200.0002091024465 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 0.0 0.0 873.0 8.73 2.0
210.00020910244592 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 0.0 0.0 873.0 8.73 2.0
220.00020910244535 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 873.0 8.73 2.0
230.00020910244479 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 873.0 8.73 2.0
240.00020910244422 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 873.0 8.73 2.0
250.00020910244365 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 873.0 8.73 2.0
260.0002091024431 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 873.0 8.73 2.0
270.0002091024425 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 871.0 8.71 2.0
280.00020910244194 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 871.0 8.71 2.0
290.0002091024414 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 869.0 8.69 2.0
300.0002091024408 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 1.0 0.010101010101010116 869.0 8.69 2.0
310.00020910244024 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 2.0 0.019995877138734235 869.0 8.69 2.0
320.00020910243967 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 3.0 0.029684601113172483 867.0 8.67 2.0
330.0002091024391 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 3.0 0.029684601113172483 863.0 8.629999999999999 2.0
340.00020910243853 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 3.0 0.029684601113172483 863.0 8.629999999999999 2.0
350.00020910243796 26.051060884264174 29.292760504470124 27.67191069436715 5.254308213821698 3.0 0.029684601113172483 863.0 8.629999999999999 2.0
360.0002091024374 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
370.0002091024368 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
380.00020910243626 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
390.0002091024357 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
400.0002091024351 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
410.00020910243455 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
420.000209102434 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
430.0002091024334 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 2.0 0.019995877138734235 865.0 8.65 3.0
440.00020910243285 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 865.0 8.65 3.0
450.0002091024323 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 861.0 8.61 3.0
460.0002091024317 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 859.0 8.59 3.0
470.00020910243114 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 857.0 8.57 3.0
480.0002091024306 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 857.0 8.57 3.0
490.00020910243 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 857.0 8.57 3.0
500.00020910242944 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 3.0 0.02968460111317248 855.0 8.55 3.0
510.00020910242887 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 4.0 0.03916718202432491 853.0 8.53 3.0
520.0002091024352 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 4.0 0.03916718202432491 853.0 8.53 3.0
530.0002091024431 26.051060884264174 141.67718578946563 65.67366905939997 4335.0280706099375 5.0 0.04844361987219118 853.0 8.53 3.0
540.0002091024511 26.051060884264174 219.27347666302848 89.38354341028769 7670.174845408831 3.0 0.02968460111317248 855.0 8.55 5.0
550.000209102459 26.051060884264174 219.27347666302848 89.38354341028769 7670.174845408831 4.0 0.039167182024324926 855.0 8.55 5.0
560.000209102467 26.051060884264174 219.27347666302848 89.38354341028769 7670.174845408831 4.0 0.039167182024324926 853.0 8.53 5.0
570.000209102475 26.051060884264174 263.008424731105 118.32102363042391 11160.406445271714 3.0 0.029684601113172424 855.0 8.55 6.0
580.0002091024829 26.051060884264174 263.008424731105 118.32102363042391 11160.406445271714 3.0 0.029684601113172424 855.0 8.55 6.0
590.0002091024909 26.051060884264174 263.008424731105 118.32102363042391 11160.406445271714 3.0 0.029684601113172424 855.0 8.55 6.0
600.0002091024988 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 857.0 8.57 7.0
610.0002091025068 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
620.0002091025148 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
630.0002091025227 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
640.0002091025307 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
650.0002091025386 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
660.0002091025466 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 859.0 8.59 7.0
670.0002091025545 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 857.0 8.57 7.0
680.0002091025625 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 857.0 8.57 7.0
690.0002091025705 26.051060884264174 263.008424731105 111.2144009577658 9653.867305073863 2.0 0.019995877138734207 857.0 8.57 7.0
700.0002091025784 26.051060884264174 263.008424731105 115.73898127011455 8438.518020372174 1.0 0.010101010101010128 859.0 8.59 8.0
710.0002091025864 26.051060884264174 263.008424731105 115.73898127011455 8438.518020372174 1.0 0.010101010101010128 859.0 8.59 8.0
